property tax,count,percent
0.0,252,16.091954022988507
250.0,32,2.0434227330779056
84.0,26,1.6602809706257982
334.0,20,1.277139208173691
167.0,20,1.277139208173691
1000.0,20,1.277139208173691
500.0,18,1.1494252873563218
59.0,18,1.1494252873563218
50.0,17,1.0855683269476373
417.0,16,1.0217113665389528
25.0,16,1.0217113665389528
100.0,15,0.9578544061302682
125.0,15,0.9578544061302682
292.0,15,0.9578544061302682
667.0,14,0.8939974457215837
17.0,14,0.8939974457215837
584.0,13,0.8301404853128991
30.0,13,0.8301404853128991
459.0,13,0.8301404853128991
130.0,12,0.7662835249042146
834.0,12,0.7662835249042146
75.0,11,0.70242656449553
34.0,11,0.70242656449553
600.0,11,0.70242656449553
150.0,10,0.6385696040868455
209.0,10,0.6385696040868455
80.0,10,0.6385696040868455
300.0,10,0.6385696040868455
41.0,9,0.5747126436781609
750.0,9,0.5747126436781609
88.0,9,0.5747126436781609
400.0,8,0.5108556832694764
1084.0,8,0.5108556832694764
67.0,8,0.5108556832694764
42.0,8,0.5108556832694764
1667.0,8,0.5108556832694764
60.0,7,0.44699872286079184
192.0,7,0.44699872286079184
267.0,7,0.44699872286079184
450.0,7,0.44699872286079184
200.0,6,0.3831417624521073
1.0,6,0.3831417624521073
5.0,6,0.3831417624521073
9.0,6,0.3831417624521073
350.0,6,0.3831417624521073
234.0,6,0.3831417624521073
55.0,6,0.3831417624521073
109.0,6,0.3831417624521073
1250.0,6,0.3831417624521073
163.0,6,0.3831417624521073
1417.0,6,0.3831417624521073
1334.0,6,0.3831417624521073
117.0,5,0.31928480204342274
57.0,5,0.31928480204342274
2084.0,5,0.31928480204342274
90.0,5,0.31928480204342274
1167.0,5,0.31928480204342274
1042.0,5,0.31928480204342274
375.0,5,0.31928480204342274
392.0,5,0.31928480204342274
110.0,5,0.31928480204342274
225.0,5,0.31928480204342274
184.0,5,0.31928480204342274
290.0,4,0.2554278416347382
92.0,4,0.2554278416347382
1875.0,4,0.2554278416347382
142.0,4,0.2554278416347382
134.0,4,0.2554278416347382
325.0,4,0.2554278416347382
542.0,4,0.2554278416347382
317.0,4,0.2554278416347382
917.0,4,0.2554278416347382
38.0,4,0.2554278416347382
24.0,4,0.2554278416347382
567.0,4,0.2554278416347382
280.0,4,0.2554278416347382
70.0,4,0.2554278416347382
625.0,4,0.2554278416347382
2000.0,4,0.2554278416347382
18.0,4,0.2554278416347382
525.0,4,0.2554278416347382
82.0,4,0.2554278416347382
226.0,4,0.2554278416347382
2250.0,4,0.2554278416347382
430.0,4,0.2554278416347382
15.0,4,0.2554278416347382
122.0,3,0.19157088122605365
534.0,3,0.19157088122605365
575.0,3,0.19157088122605365
321.0,3,0.19157088122605365
492.0,3,0.19157088122605365
177.0,3,0.19157088122605365
180.0,3,0.19157088122605365
183.0,3,0.19157088122605365
71.0,3,0.19157088122605365
484.0,3,0.19157088122605365
342.0,3,0.19157088122605365
650.0,3,0.19157088122605365
950.0,3,0.19157088122605365
2500.0,3,0.19157088122605365
675.0,3,0.19157088122605365
10.0,3,0.19157088122605365
217.0,3,0.19157088122605365
63.0,3,0.19157088122605365
825.0,3,0.19157088122605365
220.0,3,0.19157088122605365
875.0,3,0.19157088122605365
98.0,3,0.19157088122605365
43.0,3,0.19157088122605365
129.0,3,0.19157088122605365
23.0,3,0.19157088122605365
380.0,3,0.19157088122605365
230.0,3,0.19157088122605365
21.0,3,0.19157088122605365
608.0,3,0.19157088122605365
275.0,3,0.19157088122605365
1834.0,3,0.19157088122605365
135.0,3,0.19157088122605365
255.0,3,0.19157088122605365
19.0,3,0.19157088122605365
