property tax,count,percent
0.0,1080,17.763157894736842
84.0,83,1.3651315789473684
100.0,82,1.3486842105263157
50.0,79,1.299342105263158
250.0,77,1.2664473684210527
417.0,58,0.9539473684210527
334.0,55,0.9046052631578947
125.0,55,0.9046052631578947
500.0,54,0.8881578947368421
1000.0,53,0.8717105263157895
25.0,51,0.8388157894736842
167.0,50,0.8223684210526315
130.0,50,0.8223684210526315
42.0,48,0.7894736842105263
30.0,48,0.7894736842105263
59.0,47,0.7730263157894737
834.0,46,0.756578947368421
150.0,46,0.756578947368421
200.0,46,0.756578947368421
292.0,40,0.6578947368421053
67.0,38,0.625
584.0,37,0.6085526315789473
667.0,37,0.6085526315789473
209.0,36,0.5921052631578947
17.0,35,0.5756578947368421
109.0,33,0.5427631578947368
75.0,31,0.5098684210526315
459.0,30,0.4934210526315789
1084.0,30,0.4934210526315789
80.0,29,0.4769736842105263
34.0,29,0.4769736842105263
40.0,28,0.4605263157894737
90.0,26,0.4276315789473684
375.0,26,0.4276315789473684
750.0,24,0.39473684210526316
300.0,24,0.39473684210526316
92.0,24,0.39473684210526316
60.0,24,0.39473684210526316
1250.0,24,0.39473684210526316
70.0,23,0.3782894736842105
1167.0,22,0.3618421052631579
9.0,22,0.3618421052631579
350.0,22,0.3618421052631579
1417.0,22,0.3618421052631579
55.0,22,0.3618421052631579
192.0,22,0.3618421052631579
117.0,22,0.3618421052631579
400.0,21,0.34539473684210525
21.0,21,0.34539473684210525
917.0,21,0.34539473684210525
15.0,21,0.34539473684210525
45.0,20,0.32894736842105265
35.0,20,0.32894736842105265
1667.0,20,0.32894736842105265
142.0,20,0.32894736842105265
38.0,19,0.3125
450.0,19,0.3125
41.0,19,0.3125
184.0,18,0.29605263157894735
542.0,18,0.29605263157894735
63.0,18,0.29605263157894735
10.0,18,0.29605263157894735
600.0,18,0.29605263157894735
234.0,17,0.27960526315789475
105.0,17,0.27960526315789475
284.0,16,0.2631578947368421
135.0,16,0.2631578947368421
24.0,16,0.2631578947368421
110.0,16,0.2631578947368421
1.0,16,0.2631578947368421
134.0,16,0.2631578947368421
217.0,15,0.24671052631578946
1334.0,15,0.24671052631578946
5.0,14,0.23026315789473684
46.0,14,0.23026315789473684
225.0,14,0.23026315789473684
275.0,14,0.23026315789473684
18.0,14,0.23026315789473684
1500.0,14,0.23026315789473684
120.0,14,0.23026315789473684
95.0,13,0.2138157894736842
14.0,13,0.2138157894736842
20.0,13,0.2138157894736842
88.0,13,0.2138157894736842
267.0,13,0.2138157894736842
700.0,13,0.2138157894736842
138.0,13,0.2138157894736842
76.0,13,0.2138157894736842
180.0,13,0.2138157894736842
280.0,13,0.2138157894736842
23.0,12,0.19736842105263158
1834.0,12,0.19736842105263158
74.0,12,0.19736842105263158
3.0,12,0.19736842105263158
22.0,12,0.19736842105263158
57.0,11,0.18092105263157895
89.0,11,0.18092105263157895
140.0,11,0.18092105263157895
13.0,11,0.18092105263157895
54.0,11,0.18092105263157895
83.0,10,0.16447368421052633
71.0,10,0.16447368421052633
12.0,10,0.16447368421052633
325.0,10,0.16447368421052633
19.0,10,0.16447368421052633
85.0,10,0.16447368421052633
69.0,10,0.16447368421052633
959.0,10,0.16447368421052633
342.0,10,0.16447368421052633
160.0,10,0.16447368421052633
550.0,10,0.16447368421052633
159.0,10,0.16447368421052633
170.0,10,0.16447368421052633
66.0,10,0.16447368421052633
317.0,10,0.16447368421052633
65.0,10,0.16447368421052633
384.0,10,0.16447368421052633
4.0,10,0.16447368421052633
359.0,9,0.14802631578947367
900.0,9,0.14802631578947367
210.0,9,0.14802631578947367
36.0,9,0.14802631578947367
11.0,9,0.14802631578947367
145.0,9,0.14802631578947367
43.0,9,0.14802631578947367
49.0,9,0.14802631578947367
875.0,9,0.14802631578947367
290.0,9,0.14802631578947367
227.0,9,0.14802631578947367
242.0,9,0.14802631578947367
625.0,9,0.14802631578947367
64.0,9,0.14802631578947367
309.0,9,0.14802631578947367
2084.0,9,0.14802631578947367
72.0,9,0.14802631578947367
190.0,9,0.14802631578947367
48.0,8,0.13157894736842105
650.0,8,0.13157894736842105
39.0,8,0.13157894736842105
44.0,8,0.13157894736842105
255.0,8,0.13157894736842105
230.0,8,0.13157894736842105
144.0,8,0.13157894736842105
73.0,8,0.13157894736842105
78.0,8,0.13157894736842105
82.0,8,0.13157894736842105
122.0,8,0.13157894736842105
321.0,8,0.13157894736842105
205.0,8,0.13157894736842105
475.0,8,0.13157894736842105
129.0,8,0.13157894736842105
115.0,8,0.13157894736842105
114.0,8,0.13157894736842105
215.0,8,0.13157894736842105
1200.0,8,0.13157894736842105
28.0,7,0.11513157894736842
56.0,7,0.11513157894736842
220.0,7,0.11513157894736842
62.0,7,0.11513157894736842
1125.0,7,0.11513157894736842
104.0,7,0.11513157894736842
68.0,7,0.11513157894736842
1100.0,7,0.11513157894736842
472.0,7,0.11513157894736842
81.0,7,0.11513157894736842
101.0,7,0.11513157894736842
221.0,7,0.11513157894736842
33.0,7,0.11513157894736842
434.0,7,0.11513157894736842
340.0,7,0.11513157894736842
484.0,7,0.11513157894736842
259.0,7,0.11513157894736842
146.0,7,0.11513157894736842
163.0,7,0.11513157894736842
124.0,7,0.11513157894736842
165.0,7,0.11513157894736842
113.0,7,0.11513157894736842
492.0,7,0.11513157894736842
97.0,7,0.11513157894736842
98.0,6,0.09868421052631579
270.0,6,0.09868421052631579
775.0,6,0.09868421052631579
442.0,6,0.09868421052631579
260.0,6,0.09868421052631579
118.0,6,0.09868421052631579
203.0,6,0.09868421052631579
1875.0,6,0.09868421052631579
1042.0,6,0.09868421052631579
1750.0,6,0.09868421052631579
409.0,6,0.09868421052631579
800.0,6,0.09868421052631579
195.0,6,0.09868421052631579
240.0,6,0.09868421052631579
79.0,6,0.09868421052631579
2000.0,6,0.09868421052631579
534.0,6,0.09868421052631579
212.0,6,0.09868421052631579
177.0,6,0.09868421052631579
251.0,6,0.09868421052631579
559.0,6,0.09868421052631579
380.0,6,0.09868421052631579
8.0,6,0.09868421052631579
58.0,6,0.09868421052631579
245.0,6,0.09868421052631579
148.0,6,0.09868421052631579
182.0,6,0.09868421052631579
52.0,6,0.09868421052631579
2250.0,6,0.09868421052631579
37.0,6,0.09868421052631579
567.0,6,0.09868421052631579
31.0,6,0.09868421052631579
520.0,5,0.08223684210526316
642.0,5,0.08223684210526316
575.0,5,0.08223684210526316
2500.0,5,0.08223684210526316
525.0,5,0.08223684210526316
61.0,5,0.08223684210526316
53.0,5,0.08223684210526316
517.0,5,0.08223684210526316
132.0,5,0.08223684210526316
87.0,5,0.08223684210526316
7.0,5,0.08223684210526316
166.0,5,0.08223684210526316
609.0,5,0.08223684210526316
3000.0,5,0.08223684210526316
154.0,5,0.08223684210526316
1400.0,5,0.08223684210526316
330.0,5,0.08223684210526316
158.0,5,0.08223684210526316
162.0,5,0.08223684210526316
385.0,5,0.08223684210526316
392.0,5,0.08223684210526316
486.0,5,0.08223684210526316
94.0,5,0.08223684210526316
185.0,5,0.08223684210526316
470.0,5,0.08223684210526316
188.0,5,0.08223684210526316
107.0,5,0.08223684210526316
229.0,5,0.08223684210526316
218.0,5,0.08223684210526316
226.0,5,0.08223684210526316
291.0,5,0.08223684210526316
264.0,5,0.08223684210526316
257.0,5,0.08223684210526316
262.0,5,0.08223684210526316
247.0,5,0.08223684210526316
320.0,5,0.08223684210526316
213.0,5,0.08223684210526316
121.0,5,0.08223684210526316
172.0,5,0.08223684210526316
133.0,5,0.08223684210526316
128.0,5,0.08223684210526316
413.0,5,0.08223684210526316
126.0,5,0.08223684210526316
116.0,5,0.08223684210526316
283.0,5,0.08223684210526316
1584.0,5,0.08223684210526316
198.0,4,0.06578947368421052
169.0,4,0.06578947368421052
149.0,4,0.06578947368421052
139.0,4,0.06578947368421052
137.0,4,0.06578947368421052
174.0,4,0.06578947368421052
183.0,4,0.06578947368421052
123.0,4,0.06578947368421052
112.0,4,0.06578947368421052
108.0,4,0.06578947368421052
99.0,4,0.06578947368421052
96.0,4,0.06578947368421052
155.0,4,0.06578947368421052
153.0,4,0.06578947368421052
16.0,4,0.06578947368421052
156.0,4,0.06578947368421052
51.0,4,0.06578947368421052
157.0,4,0.06578947368421052
26.0,4,0.06578947368421052
5000.0,4,0.06578947368421052
201.0,4,0.06578947368421052
27.0,4,0.06578947368421052
233.0,4,0.06578947368421052
29.0,4,0.06578947368421052
208.0,4,0.06578947368421052
47.0,4,0.06578947368421052
6.0,4,0.06578947368421052
93.0,4,0.06578947368421052
3334.0,4,0.06578947368421052
405.0,4,0.06578947368421052
77.0,4,0.06578947368421052
390.0,4,0.06578947368421052
119.0,4,0.06578947368421052
363.0,4,0.06578947368421052
293.0,4,0.06578947368421052
552.0,4,0.06578947368421052
850.0,4,0.06578947368421052
560.0,4,0.06578947368421052
952.0,4,0.06578947368421052
608.0,4,0.06578947368421052
505.0,4,0.06578947368421052
715.0,4,0.06578947368421052
709.0,4,0.06578947368421052
265.0,4,0.06578947368421052
299.0,4,0.06578947368421052
825.0,4,0.06578947368421052
313.0,4,0.06578947368421052
430.0,4,0.06578947368421052
238.0,4,0.06578947368421052
622.0,4,0.06578947368421052
276.0,4,0.06578947368421052
279.0,4,0.06578947368421052
792.0,4,0.06578947368421052
239.0,4,0.06578947368421052
414.0,4,0.06578947368421052
261.0,4,0.06578947368421052
817.0,4,0.06578947368421052
422.0,4,0.06578947368421052
319.0,3,0.049342105263157895
171.0,3,0.049342105263157895
204.0,3,0.049342105263157895
277.0,3,0.049342105263157895
1292.0,3,0.049342105263157895
196.0,3,0.049342105263157895
1150.0,3,0.049342105263157895
1067.0,3,0.049342105263157895
273.0,3,0.049342105263157895
223.0,3,0.049342105263157895
735.0,3,0.049342105263157895
253.0,3,0.049342105263157895
266.0,3,0.049342105263157895
175.0,3,0.049342105263157895
256.0,3,0.049342105263157895
2667.0,3,0.049342105263157895
445.0,3,0.049342105263157895
448.0,3,0.049342105263157895
455.0,3,0.049342105263157895
303.0,3,0.049342105263157895
194.0,3,0.049342105263157895
890.0,3,0.049342105263157895
199.0,3,0.049342105263157895
286.0,3,0.049342105263157895
314.0,3,0.049342105263157895
1209.0,3,0.049342105263157895
235.0,3,0.049342105263157895
305.0,3,0.049342105263157895
243.0,3,0.049342105263157895
189.0,3,0.049342105263157895
197.0,3,0.049342105263157895
467.0,3,0.049342105263157895
289.0,3,0.049342105263157895
888.0,3,0.049342105263157895
237.0,3,0.049342105263157895
339.0,3,0.049342105263157895
1225.0,3,0.049342105263157895
164.0,3,0.049342105263157895
191.0,3,0.049342105263157895
950.0,3,0.049342105263157895
231.0,3,0.049342105263157895
252.0,3,0.049342105263157895
315.0,3,0.049342105263157895
458.0,3,0.049342105263157895
248.0,3,0.049342105263157895
468.0,3,0.049342105263157895
634.0,3,0.049342105263157895
377.0,3,0.049342105263157895
360.0,3,0.049342105263157895
1600.0,3,0.049342105263157895
870.0,3,0.049342105263157895
386.0,3,0.049342105263157895
143.0,3,0.049342105263157895
365.0,3,0.049342105263157895
141.0,3,0.049342105263157895
643.0,3,0.049342105263157895
347.0,3,0.049342105263157895
579.0,3,0.049342105263157895
407.0,3,0.049342105263157895
1467.0,3,0.049342105263157895
131.0,3,0.049342105263157895
127.0,3,0.049342105263157895
570.0,3,0.049342105263157895
589.0,3,0.049342105263157895
605.0,3,0.049342105263157895
106.0,3,0.049342105263157895
361.0,3,0.049342105263157895
809.0,3,0.049342105263157895
594.0,3,0.049342105263157895
86.0,3,0.049342105263157895
742.0,3,0.049342105263157895
151.0,3,0.049342105263157895
479.0,3,0.049342105263157895
343.0,3,0.049342105263157895
734.0,3,0.049342105263157895
732.0,3,0.049342105263157895
490.0,3,0.049342105263157895
495.0,3,0.049342105263157895
1800.0,3,0.049342105263157895
555.0,3,0.049342105263157895
513.0,3,0.049342105263157895
692.0,3,0.049342105263157895
670.0,3,0.049342105263157895
690.0,3,0.049342105263157895
2167.0,3,0.049342105263157895
111.0,3,0.049342105263157895
1917.0,3,0.049342105263157895
2417.0,3,0.049342105263157895
675.0,3,0.049342105263157895
181.0,2,0.03289473684210526
294.0,2,0.03289473684210526
478.0,2,0.03289473684210526
102.0,2,0.03289473684210526
103.0,2,0.03289473684210526
341.0,2,0.03289473684210526
2917.0,2,0.03289473684210526
297.0,2,0.03289473684210526
464.0,2,0.03289473684210526
298.0,2,0.03289473684210526
136.0,2,0.03289473684210526
444.0,2,0.03289473684210526
369.0,2,0.03289473684210526
403.0,2,0.03289473684210526
318.0,2,0.03289473684210526
344.0,2,0.03289473684210526
348.0,2,0.03289473684210526
356.0,2,0.03289473684210526
338.0,2,0.03289473684210526
336.0,2,0.03289473684210526
3084.0,2,0.03289473684210526
332.0,2,0.03289473684210526
370.0,2,0.03289473684210526
3400.0,2,0.03289473684210526
371.0,2,0.03289473684210526
301.0,2,0.03289473684210526
452.0,2,0.03289473684210526
2334.0,2,0.03289473684210526
179.0,2,0.03289473684210526
411.0,2,0.03289473684210526
666.0,2,0.03289473684210526
1792.0,2,0.03289473684210526
1898.0,2,0.03289473684210526
1550.0,2,0.03289473684210526
720.0,2,0.03289473684210526
832.0,2,0.03289473684210526
374.0,2,0.03289473684210526
2050.0,2,0.03289473684210526
1405.0,2,0.03289473684210526
706.0,2,0.03289473684210526
740.0,2,0.03289473684210526
545.0,2,0.03289473684210526
147.0,2,0.03289473684210526
312.0,2,0.03289473684210526
310.0,2,0.03289473684210526
420.0,2,0.03289473684210526
421.0,2,0.03289473684210526
176.0,2,0.03289473684210526
424.0,2,0.03289473684210526
425.0,2,0.03289473684210526
426.0,2,0.03289473684210526
178.0,2,0.03289473684210526
433.0,2,0.03289473684210526
440.0,2,0.03289473684210526
3700.0,2,0.03289473684210526
372.0,2,0.03289473684210526
529.0,2,0.03289473684210526
328.0,2,0.03289473684210526
378.0,2,0.03289473684210526
